X_Start,Y_Start,X_End,Y_end,Z,Power,meanLineIntensity,medianLineIntensity,varLineIntensity,meanNumPixels15,meanNumPixels30,meanNumPixels60,meanNumPixels90,meanNumPixels120,meanNumPixels150,meanNumPixels180,medianNumPixels15,medianumPixels30,medianNumPixels60,medianNumPixels90,medianNumPixels120,medianNumPixels150,medianNumPixels180,varNumPixels15,varNumPixels30,varNumPixels60,varNumPixels90,varNumPixels120,varNumPixels150,varNumPixels180,medianMLength15,medianMLength30,medianMLength60,medianMLength90,medianMLength120,medianMLength150,medianMLength180,varMLength15,varMLength30,varMLength60,varMLength90,varMLength120,varMLength150,varMLength180,medianMWidth15,medianMWidth30,medianMWidth60,medianMWidth90,medianMWidth120,medianMWidth150,medianMWidth180,varMWidth15,varMWidth30,varMWidth60,varMWidth90,varMWidth120,varMWidth150,varMWidth180,Overhang,Wall
0,2.55,1.5,2.55,1.35,180,2237526.95652174,2245594,4118536394.74808,8172.60869565217,2148.34782608696,1123.63768115942,814.072463768116,658.231884057971,561.36231884058,491.811594202899,8122,2165,1127,808,654,558,485,572605.74168798,82037.641943734,8618.73444160273,2978.92114236999,2050.35720375107,1721.20502983802,1418.89045183291,93,76,46,35,30,27,25,279.381500426257,168.326513213981,18.0745950554135,5.67391304347826,3.54518329070759,3.1001705029838,3.58738277919864,48,39,31,28,25,24,22,18.736231884058,11.6706004140787,5.55776397515528,3.4128364389234,3.20683229813665,3.30931677018634,3.14886128364389,0,0
0,2.6,1.5,2.6,1.35,180,2182413.07246377,2179728,2983316672.15644,7714.72463768116,2212.82608695652,1193.13043478261,868.63768115942,690.985507246377,578.710144927536,501.478260869565,7739,2160,1180,865,699,572,496,452360.820119352,75705.4104859335,14407.3797953964,8090.14620630861,4723.16155157715,3228.00298380222,2352.07672634271,87,70,43,33,28,25,23,117.04347826087,96.5477408354646,22.0873827791986,16.2229326513214,4.89428815004262,3.40409207161125,2.4923273657289,46,40,32,28,25,24,22,13.0983436853002,7.06190476190476,11.1925465838509,13.1014492753623,12.7412008281573,12.3107660455487,12.0672877846791,0,0
0,2.65,1.5,2.65,1.35,180,2149020.02898551,2150019,5085262145.76385,8132.3768115942,2175.6231884058,1130.60869565217,808,630.463768115942,513.623188405797,427.898550724638,8164,2143,1134,816,636,505,413,574642.67945439,94293.4735720375,32771.094629156,11904.8235294118,6979.57587382779,5121.03239556692,4138.73955669224,84,67,36,29,25,22,21,191.666666666667,114.895140664962,24.8316283034953,9.07289002557545,5.65899403239557,3.73188405797101,2.91176470588235,45,35,28.5,25,23,21,20,35.4329192546584,20.9432712215321,5.43291925465839,4.1128364389234,3.46666666666667,2.80414078674948,2.2991718426501,0,0
0,2.7,1.5,2.7,1.35,180,2121257,2124884,3402205026.58824,7532.44927536232,1841.60869565217,903.710144927536,633.797101449275,504.666666666667,426.898550724638,375.594202898551,7526,1799,893,614,492,417,367,445055.456947997,50559.4475703325,4513.9147485081,3403.01705029838,2348.99019607843,1778.38661551577,1559.9799658994,82,64,37,29,25,23,21,90.6150895140665,66.15515771526,21.6764705882353,3.42114236999148,2.21227621483376,1.91091219096334,1.55541346973572,45,35,28,24,22,20,19,17.7020703933747,11.2629399585921,2.7991718426501,2.25755693581781,2.42732919254658,1.72443064182195,1.44699792960663,0,0
0,2.75,1.5,2.75,1.35,180,2147933.39130435,2147303,4100127844.41816,8195.17391304348,1918.04347826087,876.188405797101,631.420289855072,514.913043478261,442.797101449275,392.231884057971,8053,1879,863,621,506,438,387,927119.439897698,77141.6010230179,10927.7728047741,7237.39428815004,4978.31585677749,3679.25234441603,2846.35720375107,87,69,38,29,25,23,21,241.616794543904,114.950127877238,10.7101449275362,3.62574595055414,3.62190963341859,2.54518329070759,2.20886615515771,50,37,26,23,21,20,19,20.0416149068323,33.5701863354037,10.2619047619048,6.10269151138716,3.90393374741201,2.82422360248447,2.68757763975155,0,0
0,2.8,1.5,2.8,1.35,180,2166863.92753623,2171977,4357763453.83291,8721.49275362319,2189.68115942029,967.260869565217,673.217391304348,525.231884057971,437.855072463768,382.898550724638,8634,2026,885,653,518,441,385,1126684.84185848,218028.514492754,28331.6956521739,8247.76086956522,3590.18073316283,2158.3610400682,1527.15132139812,76,64,40,31,27,24,22,427.98252344416,227.529411764706,10.3746803069054,8.22506393861893,5.78047740835465,4.85592497868713,4.04518329070759,49,39,26,23,21,19,18,25.6273291925466,42.3403726708075,16.1788819875776,8.54844720496894,3.35072463768116,1.90393374741201,1.63892339544513,0,0
0,2.85,1.5,2.85,1.35,180,2222268.08695652,2223193,4741514808.02174,8347.39130434783,2224.46376811594,1073.5652173913,755.710144927536,600.31884057971,507.260869565217,446.492753623188,8485,2183,1068,751,586,487,434,1195036.4769821,153707.39940324,12316.7199488491,6823.76768968457,5236.01449275362,4093.66624040921,3371.93009377664,87,75,49,36,31,27,24,319.190537084399,236.238277919864,40.3495311167946,16.6909633418585,11.8904518329071,8.12574595055413,7.43734015345269,49,35,26,23.5,22,20,19,24.3447204968944,21.9792960662526,2.28985507246377,1.68612836438923,2.06811594202899,1.95631469979296,1.6416149068323,0,0
0,2.9,1.5,2.9,1.35,180,2190362.49275362,2203066,4006691094.16539,8634.46376811594,2377.95652173913,1048.69565217391,738.652173913043,591.855072463768,501.811594202899,440.275362318841,8657,2371,1060,750,584,496,435,338266.869991475,66936.3363171355,12980.3030690537,8747.25959079284,6755.89045183291,5504.62574595055,4834.70247229326,91,78,48,36,30,26,25,467.997442455243,328.641943734015,24.8393009377664,8.67945439045183,6.63554987212276,5.13213981244672,5.42369991474851,51,41.5,27,24,22,20,19,18.1012422360248,49.6894409937888,8.93581780538302,5.3592132505176,4.69979296066253,4.33312629399586,4.79523809523809,0,0
0,2.95,1.5,2.95,1.35,180,2353613.1884058,2355691,7084509813.83163,9912.68115942029,3060.36231884058,1386.98550724638,984.942028985507,775.507246376812,648.724637681159,565.231884057971,9893,3126,1350,980,762,633,550,2725928.60272805,340011.381500426,30551.8674339301,10815.0554134697,6132.93009377664,4677.02600170503,4345.82779198636,96,83,46,36,30,28,25,485.519607843137,311.872549019608,24,15.2736572890026,12.2740835464621,8.68840579710145,7.91474850809889,60,48,34,30,27,25,24,12.8861283643892,43.5619047619048,8.87971014492754,5.13540372670807,4.29834368530021,3.68612836438923,3.57349896480331,0,0
0,3,1.5,3,1.35,180,2251810.66666667,2257041,5319492170.16667,8228.1884057971,2494.36231884058,1266.8115942029,904.347826086957,719.130434782609,602.913043478261,520.855072463768,8221,2504,1235,888,723,610,522,587541.037510656,96229.5579710145,22047.5669224211,7878.02429667519,4600.99744245524,3056.93350383632,2639.74339300938,100,87,49,38,33,29,26,308.74978687127,252.773657289003,24.9735720375107,12.5728900255754,10.3968456947997,13.5873827791986,10.5716112531969,49,39,31,27,24,23,21,25.7556935817805,22.7792960662526,11.5577639751553,7.67888198757764,5.80207039337474,4.84906832298137,4.76790890269151,0,0
