index,current_power,optimal_power,power_change,error_improvement,optimization_success,X_Start,Y_Start,X_End,Y_end,Z,Overhang,Wall,original_meanLineIntensity,original_meanNumPixels15,original_meanNumPixels30,original_meanNumPixels60,original_Median_meltLength,predicted_meanLineIntensity,predicted_meanNumPixels15,predicted_meanNumPixels30,predicted_meanNumPixels60,predicted_Median_meltLength,target_meanLineIntensity,target_meanNumPixels15,target_meanNumPixels30,target_meanNumPixels60,target_Median_meltLength
283,180.0,180.0,0.0,0.37840376515986845,True,0.0,0.1,1.5,0.1,0.8,0.0,1.0,2144185.31460674,9001.59550561798,1905.5393258427,1022.95505617978,45.0,2034710.4,7512.06,1502.1782,777.2069,42.120857,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
284,180.0,180.0,0.0,0.20281050651411414,True,0.0,0.15,1.5,0.15,0.8,0.0,1.0,2084273.47191011,8152.85393258427,1702.92134831461,851.224719101124,44.0,2010222.5,7237.7974,1378.7944,720.69354,40.07837,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
285,180.0,180.0,0.0,0.04573660324131193,True,0.0,0.2,1.5,0.2,0.8,0.0,1.0,2004039.48314607,6942.16853932584,1275.33707865169,694.258426966292,36.0,1976459.4,6869.6357,1193.2625,631.4418,37.230427,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
289,180.0,180.0,0.0,0.04258437511352787,True,0.0,0.4,1.5,0.4,0.8,0.0,1.0,2004744.05617978,7312.98876404494,1199.14606741573,616.280898876405,39.0,1982354.5,6881.2065,1185.7327,614.57214,38.468815,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
290,180.0,184.23801889340518,4.238018893405183,0.015890091753757708,True,0.0,0.45,1.5,0.45,0.8,0.0,1.0,2034127.66292135,7729.08988764045,1471.07865168539,752.707865168539,46.0,1927263.4,6490.44,1172.5052,599.4869,36.42984,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
291,180.0,180.0,0.0,0.7832673402304673,True,0.0,0.5,1.5,0.5,0.8,0.0,1.0,2102260.24719101,8328.11235955056,1792.26966292135,918.966292134831,48.0,2059392.8,7724.2207,1697.6915,873.8075,46.727753,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
295,180.0,180.0,0.0,0.3569234229303137,True,0.0,1.25,1.5,1.25,0.8,0.0,2.0,2053143.82022472,7789.2808988764,1394.55056179775,704.932584269663,44.0,2046678.2,7759.3853,1492.9948,748.3341,41.859535,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
296,180.0,174.10050077235934,-5.899499227640661,0.034677905974107574,True,0.0,1.3,1.5,1.3,0.8,0.0,2.0,2100309.84269663,8302.01123595506,1801.55056179775,888.258426966292,47.0,1934024.8,6405.457,1226.723,621.70514,38.512924,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
297,180.0,180.0,0.0,0.06447794417754778,True,0.0,1.8,1.5,1.8,0.8,0.0,3.0,1971860.43820225,7257.98876404494,1203.30337078652,586.426966292135,37.0,1975173.6,7310.446,1227.4152,581.7461,35.560005,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
298,180.0,180.0,0.0,0.22991146315453703,True,0.0,1.85,1.5,1.85,0.8,0.0,3.0,1997349.40449438,7656.76404494382,1177.88764044944,581.741573033708,39.0,2012878.5,7717.0767,1431.806,677.6889,39.544903,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
299,180.0,180.0,0.0,0.512961925395707,False,0.0,1.9,1.5,1.9,0.8,0.0,3.0,2050975.88764045,8040.5393258427,1546.19101123596,746.943820224719,48.0,2044733.9,8055.7373,1612.6864,765.0646,43.148533,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
301,180.0,180.0,0.0,0.09603844741646153,True,0.0,2.2,1.5,2.2,0.8,0.0,0.0,2037779.85393258,8497.3595505618,1658.07865168539,710.078651685393,39.0,1977852.2,7081.396,1297.076,658.11005,36.59873,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
302,180.0,180.0,0.0,0.06679162276421893,True,0.0,2.25,1.5,2.25,0.8,0.0,0.0,2003593.56179775,7971.74157303371,1346.67415730337,588.595505617978,36.0,1973896.4,6992.941,1255.7922,636.44354,36.471104,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
303,180.0,180.0,0.0,0.04046018746581368,True,0.0,2.3,1.5,2.3,0.8,0.0,0.0,2028262.40449438,8481.95505617978,1612.77528089888,650.921348314607,36.0,1970465.4,6885.7446,1207.0333,611.5626,36.357662,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
304,180.0,181.3398013409019,1.3398013409018859,0.010592228097118246,True,0.0,2.35,1.5,2.35,0.8,0.0,0.0,2007048.75280899,7323.20224719101,1258.29213483146,600.191011235955,39.0,1946617.2,6581.8804,1120.6943,561.09155,36.666676,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
306,180.0,180.0,0.0,0.011998846840773021,True,0.0,2.45,1.5,2.45,0.8,0.0,0.0,2004149.1011236,7368.32584269663,1310.37078651685,611.292134831461,41.0,1957800.8,6630.1284,1103.1207,553.8946,36.362766,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
310,180.0,180.0,0.0,0.01235133201498738,True,0.0,2.65,1.5,2.65,0.8,0.0,0.0,1970913.19101124,7368.52808988764,1250.4606741573,580.966292134831,34.0,1952980.2,6577.048,1088.7213,534.96155,36.294483,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
312,180.0,182.21353973441754,2.2135397344175374,0.04634496093595382,True,0.0,2.75,1.5,2.75,0.8,0.0,0.0,1999926.24719101,7276.20224719101,1323.39325842697,677.415730337079,39.0,1913819.1,6325.612,958.6899,479.14236,33.319305,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
313,180.0,180.0,0.0,0.17486392748503962,True,0.0,2.8,1.5,2.8,0.8,0.0,0.0,2027000.56179775,7212.86516853933,1457.12359550562,759.0,45.0,1990837.2,7035.5703,1407.1805,691.61365,39.677975,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
314,180.0,176.6999206324394,-3.3000793675606133,0.16780470418189583,True,0.0,2.85,1.5,2.85,0.8,0.0,0.0,2032765.05617978,7572.07865168539,1544.62921348315,732.38202247191,45.0,1976327.4,6908.0117,1387.508,688.85815,41.45576,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
315,180.0,183.1846140159152,3.1846140159152014,0.3369783896495873,True,0.0,2.9,1.5,2.9,0.8,0.0,0.0,2022391.43820225,7597.66292134831,1724.56179775281,850.460674157303,41.0,2005579.8,7372.349,1513.8794,738.969,43.113335,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
316,180.0,182.14098257261838,2.140982572618384,0.05871761027320421,True,0.0,2.95,1.5,2.95,0.8,0.0,0.0,2006932.01123596,7536.77528089888,1396.20224719101,687.23595505618,40.0,1979915.2,7046.271,1231.5432,603.27924,38.925133,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
320,180.0,180.0,0.0,0.06348755252770943,True,0.0,3.15,1.5,3.15,0.8,0.0,0.0,1922908.92134831,6699.0,818.85393258427,402.539325842697,32.0,1933827.9,6611.029,949.01666,468.00577,33.079243,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
322,180.0,180.0,0.0,0.062245561585365324,True,0.0,3.25,1.5,3.25,0.8,0.0,0.0,2005481.19101124,7786.50561797753,1173.56179775281,560.47191011236,41.0,2000220.9,7300.033,1193.3749,578.9517,38.40803,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
323,180.0,180.0,0.0,0.21989136823505784,True,0.0,3.3,1.5,3.3,0.8,0.0,0.0,2055886.16853933,8288.83146067416,1535.80898876404,694.932584269663,44.0,2026328.9,7622.9097,1403.2595,675.9929,41.597458,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
324,180.0,180.0,0.0,0.5048122505433928,True,0.0,3.35,1.5,3.35,0.8,0.0,0.0,2071483.15730337,8148.77528089888,1757.05617977528,834.606741573034,48.0,2047352.5,7897.9536,1601.123,767.2787,44.475735,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
326,180.0,180.0,0.0,0.3853023687822828,True,0.0,0.1,1.5,0.1,0.85,0.0,1.0,1988622.31460674,7285.04494382022,1361.15730337079,691.775280898876,41.0,2037417.4,7509.127,1505.4152,780.176,42.19748,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
327,180.0,180.0,0.0,0.23656921462258146,True,0.0,0.15,1.5,0.15,0.85,0.0,1.0,1960895.62921348,6454.69662921348,1248.50561797753,691.247191011236,40.0,2016869.5,7281.416,1404.4094,735.8261,40.380283,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
328,180.0,180.0,0.0,0.07322976711730626,True,0.0,0.2,1.5,0.2,0.85,0.0,1.0,1943760.69662921,6534.34831460674,1353.25842696629,718.033707865169,38.0,1986209.4,6936.756,1240.1083,657.1261,37.74766,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
333,180.0,166.4458079310806,-13.554192068919406,0.025492038694279552,True,0.0,0.45,1.5,0.45,0.85,0.0,1.0,2015538.42696629,7339.49438202247,1346.70786516854,668.696629213483,40.0,1938818.2,6382.731,1200.7043,614.63916,38.192352,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
334,180.0,180.0,0.0,0.7746846947438462,True,0.0,0.5,1.5,0.5,0.85,0.0,1.0,2069681.53932584,7485.83146067416,1719.0,915.539325842697,45.0,2064351.8,7709.9033,1694.1646,871.89014,46.7055,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
335,180.0,180.0,0.0,0.02775490585367102,True,0.0,1.1,1.5,1.1,0.85,0.0,2.0,1989882.39325843,7044.59550561798,1342.39325842697,728.123595505618,27.0,1959051.5,6887.3315,1089.4487,553.08826,33.441257,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
336,180.0,180.0,0.0,0.04175251391582595,True,0.0,1.15,1.5,1.15,0.85,0.0,2.0,2069897.15730337,8828.44943820225,1681.2808988764,740.820224719101,39.0,1979623.0,7078.603,1174.4515,593.07684,35.359074,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
337,180.0,180.0,0.0,0.1410898944789194,True,0.0,1.2,1.5,1.2,0.85,0.0,2.0,2108291.98876404,9187.20224719101,1666.13483146067,730.056179775281,44.0,2013248.5,7399.856,1328.301,666.5226,38.59678,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
338,180.0,180.0,0.0,0.4173526695957184,True,0.0,1.25,1.5,1.25,0.85,0.0,2.0,2087831.08988764,7948.44943820225,1630.6404494382,824.044943820225,44.0,2055034.4,7807.687,1529.6663,767.5868,42.485317,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
339,180.0,161.17420625556,-18.825793744440006,0.06333373242994156,True,0.0,1.3,1.5,1.3,0.85,0.0,2.0,2100577.02247191,8124.19101123595,1780.16853932584,854.910112359551,47.0,1987226.4,6806.5967,1270.1333,617.1128,39.42621,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
341,180.0,180.0,0.0,0.2580107991158224,True,0.0,1.85,1.5,1.85,0.85,0.0,3.0,2017574.13483146,7594.14606741573,1299.29213483146,605.269662921348,37.0,2023500.6,7801.1973,1446.9402,686.94794,40.15908,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
342,180.0,188.28732177159836,8.287321771598357,0.3626631732215115,True,0.0,1.9,1.5,1.9,0.85,0.0,3.0,2002367.29213483,7063.88764044944,1415.55056179775,710.741573033708,45.0,1994675.1,7269.0913,1532.8813,754.7362,43.293602,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
356,180.0,180.0,0.0,0.1136110231051068,True,0.0,2.8,1.5,2.8,0.85,0.0,0.0,1929634.14606742,6731.69662921348,1365.87640449438,662.85393258427,37.0,1990754.6,6968.4067,1343.1482,658.2552,38.846317,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
357,180.0,180.0,0.0,0.272854140897982,True,0.0,2.85,1.5,2.85,0.85,0.0,0.0,1964784.34831461,6707.01123595506,1390.92134831461,731.179775280899,39.0,2009088.8,7178.944,1487.1606,731.2874,40.3755,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
358,180.0,180.0,0.0,0.5177323633072676,True,0.0,2.9,1.5,2.9,0.85,0.0,0.0,2005334.8988764,7217.33707865169,1575.55056179775,766.438202247191,41.0,2026325.9,7394.375,1636.0782,809.3185,41.774677,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
359,180.0,180.0,0.0,0.5159115363796409,True,0.0,2.95,1.5,2.95,0.85,0.0,0.0,2011266.12359551,7392.60674157303,1689.0,839.988764044944,40.0,2018707.4,7373.3984,1638.6434,812.34656,40.956944,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
360,180.0,180.0,0.0,0.10195370880534346,True,0.0,3.0,1.5,3.0,0.85,0.0,0.0,1958313.24719101,6880.89887640449,1400.08988764045,684.134831460674,36.0,1970387.4,6914.827,1340.2706,657.00415,36.37501,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
365,180.0,180.0,0.0,0.05153842056810988,False,0.0,3.25,1.5,3.25,0.85,0.0,0.0,2006188.62921348,7396.78651685393,1316.12359550562,627.674157303371,39.0,1997203.1,7245.152,1163.2682,565.7483,37.873135,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
366,180.0,180.0,0.0,0.18783195733816468,True,0.0,3.3,1.5,3.3,0.85,0.0,0.0,2057546.64044944,7691.48314606742,1562.59550561798,748.022471910112,47.0,2024385.0,7585.1665,1372.2894,661.72034,41.116154,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
367,180.0,180.233438053739,0.2334380537390075,0.42988077998705276,True,0.0,3.35,1.5,3.35,0.85,0.0,0.0,2022778.02247191,7389.43820224719,1594.29213483146,773.775280898876,44.0,2045270.2,7853.737,1555.7865,746.45087,43.8207,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
368,180.0,180.0,0.0,0.30635735166718475,True,0.0,0.05,1.5,0.05,0.9,0.0,1.0,2024914.04494382,7039.96629213483,1465.48314606742,833.460674157303,42.0,2031616.1,7388.2783,1453.9183,750.31445,42.414597,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
369,180.0,180.0,0.0,0.4070091667693471,True,0.0,0.1,1.5,0.1,0.9,0.0,1.0,2033938.65168539,7656.49438202247,1535.16853932584,778.932584269663,42.0,2041955.9,7528.6685,1516.7681,788.0685,42.290916,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
370,180.0,180.0,0.0,0.2577009245343111,True,0.0,0.15,1.5,0.15,0.9,0.0,1.0,2017714.35955056,7368.92134831461,1510.13483146067,744.651685393258,42.0,2021678.8,7303.149,1418.7162,745.562,40.508053,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
376,180.0,180.0,0.0,0.3031988736275588,True,0.0,0.45,1.5,0.45,0.9,0.0,1.0,1981023.6741573,6734.33707865169,1379.83146067416,741.14606741573,41.0,2032029.0,7291.8516,1453.9434,751.22375,42.698715,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
377,180.0,180.0,0.0,0.7883324768464012,True,0.0,0.5,1.5,0.5,0.9,0.0,1.0,2021028.30337079,7327.89887640449,1662.62921348315,842.741573033708,48.0,2069886.1,7709.734,1700.9675,875.0042,46.721478,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
381,180.0,180.0,0.0,0.4246280729196764,True,0.0,1.25,1.5,1.25,0.9,0.0,2.0,2061925.93258427,7894.1797752809,1549.29213483146,736.089887640449,41.0,2055369.0,7777.6333,1536.3391,771.06714,42.568962,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
382,180.0,180.0,0.0,0.9910828114693261,True,0.0,1.3,1.5,1.3,0.9,0.0,2.0,2054536.5505618,7666.62921348315,1671.2808988764,862.348314606742,46.0,2096789.4,8199.913,1785.2555,902.6654,46.67615,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
384,180.0,180.0,0.0,0.3085263908314133,True,0.0,1.85,1.5,1.85,0.9,0.0,3.0,2138322.6741573,9673.59550561798,1727.51685393258,737.112359550562,39.0,2035102.5,7892.4478,1479.0073,704.8315,40.984467,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
385,180.0,180.0,0.0,0.6387183109394936,True,0.0,1.9,1.5,1.9,0.9,0.0,3.0,2096602.59550562,8204.39325842697,1620.21348314607,786.955056179775,47.0,2067158.5,8237.596,1666.39,792.5226,44.498867,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
386,180.0,181.21358165779347,1.213581657793469,0.0519989438913359,True,0.0,2.15,1.5,2.15,0.9,0.0,0.0,2029959.56179775,7358.06741573034,1358.41573033708,741.269662921348,23.0,1965055.6,6831.2417,1246.7024,627.1274,36.48217,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
387,180.0,180.0,0.0,0.09321132706130089,True,0.0,2.2,1.5,2.2,0.9,0.0,0.0,2022161.08988764,7337.26966292135,1468.07865168539,657.280898876405,39.0,1986430.4,7061.6895,1301.4978,652.4466,35.862495,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
388,180.0,180.4901429690231,0.49014296902311116,0.03631085667135713,True,0.0,2.25,1.5,2.25,0.9,0.0,0.0,1994465.3258427,7326.76404494382,1247.47191011236,584.550561797753,36.0,1974644.5,6828.705,1207.4517,605.8073,35.755016,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
392,180.0,180.8802176367636,0.8802176367636037,0.009280253141016746,True,0.0,2.45,1.5,2.45,0.9,0.0,0.0,1985966.84269663,6843.42696629214,1329.42696629213,671.022471910112,37.0,1957198.2,6511.484,1087.0707,542.31195,35.96342,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
400,180.0,180.0,0.0,0.21059323886512038,True,0.0,2.85,1.5,2.85,0.9,0.0,0.0,2005054.93258427,6952.4606741573,1334.49438202247,682.865168539326,42.0,2008529.5,7131.6626,1438.3513,705.7513,39.67861,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
401,180.0,182.80105118995724,2.801051189957235,0.19854744326775497,True,0.0,2.9,1.5,2.9,0.9,0.0,0.0,2024669.66292135,7314.37078651685,1553.44943820225,773.359550561798,42.0,1997332.8,7243.354,1405.7849,688.75946,41.54549,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
402,180.0,180.0,0.0,0.6834262183249517,True,0.0,2.95,1.5,2.95,0.9,0.0,0.0,2026083.64044944,7182.07865168539,1737.3595505618,861.52808988764,42.0,2038811.0,7525.053,1717.8922,851.5055,42.20086,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
403,180.0,180.0,0.0,0.2285628112589337,True,0.0,3.0,1.5,3.0,0.9,0.0,0.0,2026689.1011236,7698.77528089888,1769.44943820225,770.539325842697,38.0,1994488.8,7108.012,1464.2411,718.45435,38.069965,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
405,180.0,181.25379892690702,1.2537989269070238,0.027935835405588454,True,0.0,3.1,1.5,3.1,0.9,0.0,0.0,1895172.52808989,6004.21348314607,869.52808988764,434.269662921348,29.0,1970086.9,6926.7603,1082.3212,532.236,36.22952,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
407,180.0,180.0,0.0,0.03943124121331888,True,0.0,3.2,1.5,3.2,0.9,0.0,0.0,2036612.73033708,7512.94382022472,1227.78651685393,589.280898876405,33.0,1961527.6,6872.1885,1023.5235,501.01923,34.765778,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
408,180.0,180.0,0.0,0.0471770956858468,True,0.0,3.25,1.5,3.25,0.9,0.0,0.0,1967715.26966292,7252.44943820225,1241.15730337079,578.674157303371,38.0,1996400.0,7212.7944,1149.5288,559.5425,37.59403,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
410,180.0,180.0,0.0,0.43979899110144155,True,0.0,3.35,1.5,3.35,0.9,0.0,0.0,2017271.17977528,7446.19101123595,1549.0,751.067415730337,42.0,2046488.2,7851.849,1561.7097,750.36664,43.893246,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
411,180.0,180.0,0.0,0.3242376927995361,True,0.0,0.05,1.5,0.05,0.95,0.0,1.0,2009384.2247191,7088.29213483146,1313.2808988764,699.426966292135,42.0,2035393.5,7402.883,1465.4819,757.61957,42.48508,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
412,180.0,180.0,0.0,0.4311982212686677,True,0.0,0.1,1.5,0.1,0.95,0.0,1.0,2141695.37078652,9022.29213483146,2055.41573033708,942.85393258427,44.0,2046715.6,7551.1323,1529.0892,796.58154,42.379505,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
413,180.0,183.54003822983339,3.5400382298333852,0.02537595400886143,True,0.0,0.15,1.5,0.15,0.95,0.0,1.0,1998986.20224719,6936.12359550562,1265.24719101124,701.494382022472,38.0,1927499.1,6287.8496,1193.2668,605.1244,39.5118,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
415,180.0,180.0,0.0,0.018717518725583904,True,0.0,0.25,1.5,0.25,0.95,0.0,1.0,2017638.02247191,7202.76404494382,1369.98876404494,708.494382022472,39.0,1969536.4,6654.622,1120.7505,604.8743,35.638947,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
418,180.0,180.0,0.0,0.10027173883430426,True,0.0,0.4,1.5,0.4,0.95,0.0,1.0,2031156.92134831,7425.66292134831,1265.37078651685,652.584269662921,41.0,2008626.4,6973.1455,1279.1477,666.2488,39.599384,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
419,180.0,180.0,0.0,0.36807042573637916,True,0.0,0.45,1.5,0.45,0.95,0.0,1.0,2056381.02247191,7537.74157303371,1392.39325842697,743.584269662921,41.0,2041786.0,7331.6816,1495.9492,774.29297,43.231617,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
420,180.0,180.0,0.0,0.8222430382245365,True,0.0,0.5,1.5,0.5,0.95,0.0,1.0,2149513.29213483,8779.14606741573,2206.08988764045,1151.02247191011,46.0,2075037.9,7700.689,1716.3092,883.2785,46.850628,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
424,180.0,187.98426857410527,7.984268574105272,0.007586184743354258,True,0.0,1.25,1.5,1.25,0.95,0.0,2.0,2082736.4494382,7742.11235955056,1517.33707865169,763.033707865169,43.0,1923401.5,6358.677,1144.0349,587.34717,36.562687,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
425,180.0,180.0,0.0,0.9802068603689424,True,0.0,1.3,1.5,1.3,0.95,0.0,2.0,2092998.39325843,7843.51685393258,1704.08988764045,886.224719101124,46.0,2092535.5,8111.7876,1785.9044,902.7948,46.618412,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
427,180.0,180.0,0.0,0.2481661248022216,True,0.0,1.85,1.5,1.85,0.95,0.0,3.0,2029485.41573034,7376.93258426966,1363.85393258427,644.38202247191,40.0,2029415.0,7784.7173,1432.0531,684.8143,40.40561,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
428,180.0,180.0,0.0,0.6362873716412045,False,0.0,1.9,1.5,1.9,0.95,0.0,3.0,2078199.3258427,8204.8202247191,1665.73033707865,741.831460674157,45.0,2069445.5,8237.499,1664.5531,791.6002,44.53366,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
430,180.0,180.0,0.0,0.13180578444148042,True,0.0,2.2,1.5,2.2,0.95,0.0,0.0,2043736.76404494,7529.5393258427,1503.47191011236,696.943820224719,35.0,1994604.0,7120.0547,1352.6208,675.94025,36.17132,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
431,180.0,182.10206435143147,2.1020643514314656,0.0057479233658890945,True,0.0,2.25,1.5,2.25,0.95,0.0,0.0,2057558.65168539,7831.74157303371,1518.37078651685,811.606741573034,35.0,1942266.5,6435.255,1112.7181,562.57983,36.05679,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
440,180.0,180.0,0.0,0.014680433898324666,True,0.0,2.7,1.5,2.7,0.95,0.0,0.0,2007733.82022472,7459.67415730337,1196.23595505618,523.033707865169,36.0,1968668.6,6650.6367,1106.1941,538.8105,35.83383,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
441,180.0,180.0,0.0,0.017062244986034866,True,0.0,2.75,1.5,2.75,0.95,0.0,0.0,2008242.48314607,7215.6404494382,1021.05617977528,497.393258426966,36.0,1974203.4,6702.6606,1143.3799,553.8207,36.21551,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
444,180.0,180.0,0.0,0.36164448063850974,True,0.0,2.9,1.5,2.9,0.95,0.0,0.0,2056726.33707865,7627.1797752809,1728.92134831461,825.966292134831,42.0,2025105.5,7290.334,1549.1432,761.4319,40.6277,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
445,180.0,180.0,0.0,0.6278058100172443,True,0.0,2.95,1.5,2.95,0.95,0.0,0.0,2036414.60674157,7505.29213483146,1687.4606741573,896.449438202247,39.0,2040296.5,7484.87,1692.7426,837.9134,41.911606,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
446,180.0,178.47412173767884,-1.5258782623211573,0.015116074099766669,True,0.0,3.0,1.5,3.0,0.95,0.0,0.0,1991598.01123596,7535.60674157303,1644.06741573034,709.786516853933,38.0,1950075.0,6677.844,1080.0559,539.7165,35.71004,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
448,180.0,180.00000065539473,6.553947287102346e-07,0.05200059876086504,True,0.0,3.1,1.5,3.1,0.95,0.0,0.0,1918379.51685393,6277.69662921348,918.258426966292,449.23595505618,32.0,1929433.6,6454.399,989.0261,476.11655,31.927544,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
450,180.0,179.37784409364934,-0.6221559063506561,0.03139582664956644,True,0.0,3.2,1.5,3.2,0.95,0.0,0.0,2022510.6741573,7347.96629213483,1296.48314606742,603.505617977528,36.0,1980086.9,7002.543,1095.1226,537.49994,36.48176,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
451,180.0,180.2606032117926,0.26060321179261337,0.0453671394594083,True,0.0,3.25,1.5,3.25,0.95,0.0,0.0,2018871.47191011,7382.68539325843,1081.23595505618,568.359550561798,37.0,1996876.5,7190.742,1146.7379,557.54175,37.5174,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
452,180.0,180.0,0.0,0.17857914034956907,True,0.0,3.3,1.5,3.3,0.95,0.0,0.0,2041807.01123596,7849.73033707865,1425.87640449438,688.393258426966,41.0,2024640.8,7549.3545,1363.9653,659.46356,40.98998,1908859.5224719099,6004.320224719105,1094.308988764045,563.8539325842695,36.0
