X_Start,Y_Start,X_End,Y_end,Z,meanLineIntensity,varLineIntensity,meanNumPixels15,varNumPixels15,meanNumPixels30,varNumPixels30,meanNumPixels60,varNumPixels60,Median_meltLength,varMeltLength,Overhang,Wall,Power
0,1.1,1.5,1.1,0.5,1796136.35955056,2723920784.93744,4643.57303370786,246957.565628192,1071.86516853933,27574.3452502554,580.483146067416,6586.88891726251,34,14.6828396322778,0,0,180
0,1.15,1.5,1.15,0.5,1782058.42696629,3662096895.81563,4455.13483146067,223308.686159346,1021.94382022472,12214.2127170582,552.134831460674,3227.91343207354,35,11.3296731358529,0,0,180
0,1.2,1.5,1.2,0.5,1807107,3832909576.65909,4574.89887640449,239925.66011236,1038.11235955056,16757.5554136874,560.078651685393,5440.93692543412,38,20.8317160367722,0,0,180
0,1.25,1.5,1.25,0.5,1835449.28089888,3122400218.0452,4839.7191011236,292129.477017365,1023.89887640449,20193.3873850868,564.662921348315,5622.7259959142,38,26.6613891726251,0,0,180
0,1.3,1.5,1.3,0.5,1864696.28089888,3952225854.52247,5727.80898876405,945200.815372829,1320.76404494382,110871.932328907,621.47191011236,6098.22931562819,39,31.8689989785495,0,0,180
0,1.35,1.5,1.35,0.5,1833654.40449438,3041428878.03907,5345.44943820225,356231.022982635,1264.75280898876,40209.5518386108,642.876404494382,13992.4050051073,39,33.9744637385087,0,0,180
0,1.4,1.5,1.4,0.5,1845375.41573034,7214245399.88202,5639.02247191011,1706612.99948927,1438.5393258427,173083.933094995,715.067415730337,22304.6999489275,39,114.156537282942,0,0,180
0,1.45,1.5,1.45,0.5,1822607.69662921,3912871271.25919,5196.41573033708,362654.541113381,1341.2808988764,52556.7951991828,666.38202247191,11326.4433094995,39,40.5594994892748,0,0,180
0,1.5,1.5,1.5,0.5,1876454.08988764,7253456015.69637,5800.1797752809,1321878.89913177,1469.57303370787,274089.406537283,666.134831460674,28959.4361593463,36,172.495914198161,0,0,180
0,1.55,1.5,1.55,0.5,1837884.97752809,5110308874.49949,5502.30337078652,220562.236465781,1285.48314606742,24043.2980081716,573.752808988764,7797.23365679265,38,19.4691011235955,0,0,180
0,1.6,1.5,1.6,0.5,1832148.41573034,4928941861.06384,4838.98876404494,375437.033963228,1135.84269662921,29084.8613381001,604.820224719101,7994.96731358529,39,28.7137385086823,0,0,180
0,1.65,1.5,1.65,0.5,1810065.3258427,4776716692.3358,4852.60674157303,258425.40040858,1322.73033707865,59103.1310010215,681.337078651685,9070.2259959142,39,55.0625638406537,0,0,180
0,1.7,1.5,1.7,0.5,1794599.53932584,2974292228.72855,4696.37078651685,246437.690500511,1104.89887640449,16439.4328396323,558.483146067416,1837.45709908069,41,37.3975995914198,0,0,180
0,1.75,1.5,1.75,0.5,1795008.98876404,3868024055.67033,4605.62921348315,276146.917773238,1049.4606741573,30844.4558222676,564.539325842697,5504.06945863126,36,30.4645045965271,0,0,180
0,1.8,1.5,1.8,0.5,1833247.98876404,6652696972.71578,5033.33707865169,710686.27145046,1136.31460674157,51498.8998978549,595.640449438202,6874.86925434117,36,39.8536772216547,0,0,180
0,1.85,1.5,1.85,0.5,1904086.41573034,5304144192.99566,5963.62921348315,459614.872318693,1391.4606741573,113080.842185904,668.550561797753,24591.0457099081,39,84.729315628192,0,0,180
0,1.9,1.5,1.9,0.5,1832520.34831461,4768631112.20684,4821.86516853933,240628.686159346,1115.30337078652,66179.1228294178,601.752808988764,17480.5745658836,39,46.5081716036772,0,0,180
0,1.95,1.5,1.95,0.5,1851773.51685393,3312853455.32074,4765.57303370786,224100.588355465,1129.66292134831,82146.7714504597,616.438202247191,16517.6580694586,39,80.729315628192,0,0,180
0,2,1.5,2,0.5,1829723.04494382,4301270314.88432,4920.20224719101,197480.640449438,1105.88764044944,31505.4417773238,581.38202247191,5074.23876404494,37,22.1338100102145,0,0,180
0,2.05,1.5,2.05,0.5,1797439.46067416,3283581503.97855,4673.51685393258,196057.298008172,1023.05617977528,42648.0308988764,557.078651685393,9801.86874361593,36,44.1156792645557,0,0,180
0,2.1,1.5,2.1,0.5,1797311.5505618,3421801117.13662,4647.89887640449,223242.887385087,1105.69662921348,43340.9182839632,581.044943820225,8557.38432073544,36,35.3884065372829,0,0,180
0,2.15,1.5,2.15,0.5,1792756.86516854,2518003449.25434,4344.70786516854,100705.322778345,1007.29213483146,11393.3682328907,542.831460674157,3480.25536261491,36,36.335291113381,0,0,180
0,2.2,1.5,2.2,0.5,1753792.52808989,3971213120.5475,4159.7191011236,234725.27247191,912.76404494382,20290.0914198161,519.056179775281,4044.64453524004,35,25.1363636363636,0,0,180
0,2.25,1.5,2.25,0.5,1758724.57303371,3407998382.47472,4601.40449438202,143834.266343207,1060.51685393258,12898.2298263534,519.955056179775,5195.31613891726,35,15.9532686414709,0,0,180
0,2.3,1.5,2.3,0.5,1777635.14606742,4314027204.28524,4665.04494382022,249984.157048008,1052.51685393258,48933.2070990807,537.775280898876,11888.9262002043,34,39.0909090909091,0,0,180
0,2.35,1.5,2.35,0.5,1808843.95505618,4340485473.90705,5047.16853932584,404613.755362615,1077.5393258427,48267.6830949949,527.584269662921,4452.51838610827,37,35.3909601634321,0,0,180
0,2.4,1.5,2.4,0.5,1808240.06741573,5185176854.85904,4963.97752808989,381694.613125638,1042.87640449438,45346.0640960163,518.719101123595,7734.27247191011,35,27.7170582226762,0,0,180
0,2.45,1.5,2.45,0.5,1821797.76404494,6781285206.1596,4887.94382022472,242993.712717058,1081.52808988764,28682.1384065373,558.662921348315,6446.4759959142,37,25.5171092951992,0,0,180
0,2.5,1.5,2.5,0.5,1798090.14606742,4593380235.85342,4776.76404494382,392008.341419816,1024.03370786517,31973.5329417773,527.123595505618,4631.63227783453,36,29.4491828396323,0,0,180
0,2.55,1.5,2.55,0.5,1807935.93258427,5083803578.65449,4846.79775280899,282721.390449438,1187.19101123596,15122.2926455567,595.629213483146,7855.53140960163,37,67.3728294177732,0,0,180
0,2.6,1.5,2.6,0.5,1818269.80898876,4402417832.45174,4618.08988764045,437065.423646578,1083.57303370787,85498.0883554648,588.797752808989,18641.4813585291,38,66.8582737487232,0,0,180
0,2.65,1.5,2.65,0.5,1844723.7752809,3704642069.81256,5156.66292134831,321475.794177732,1082.66292134831,20866.407814096,540.460674157303,3334.72854954035,39,41.9463738508682,0,0,180
0,2.7,1.5,2.7,0.5,1867819.52808989,6693563710.47931,5027.01123595506,476106.693054137,1216.76404494382,94999.3641470889,663.955056179775,24996.2934116445,42,52.4420326864147,0,0,180
0,2.75,1.5,2.75,0.5,1800906.23595506,2963315143.29597,4591.4606741573,215562.819458631,1148.21348314607,12630.2152706844,588.202247191011,3704.75408580184,37,36.0250255362615,0,0,180
0,2.8,1.5,2.8,0.5,1812930.84269663,4964977012.81588,4552.6404494382,388110.914708887,982.595505617978,27458.1754341164,513.370786516854,5936.44050051073,35,18.3138406537283,0,0,180
0,2.85,1.5,2.85,0.5,1880422.46067416,7562832579.06946,5394.34831460674,474053.593207354,1140.39325842697,55282.082226762,591.38202247191,16858.4433094995,38,54.5010214504596,0,0,180
0,2.9,1.5,2.9,0.5,1862402.20224719,3324103288.52681,5074.32584269663,217917.131256384,1228.44943820225,40510.2048008172,697.640449438202,12959.5965270684,38,44.0722676200204,0,0,180
0,2.95,1.5,2.95,0.5,1791802.88764045,5156654572.50996,4717.5393258427,505332.910367722,1147.23595505618,91236.2505107252,603.112359550562,21759.0781409602,34,52.3978549540347,0,0,180
0,3,1.5,3,0.5,1822050.13483146,10584235997.5271,4776.51685393258,405895.843462717,985,34447.5227272727,546.494382022472,10867.7073544433,36,38.6366189989785,0,0,180
0,3.05,1.5,3.05,0.5,1829498.33707865,5959902952.79418,4782.12359550562,378273.92773238,976.730337078652,56330.085546476,541.191011235955,11567.3153728294,35,57.2247191011236,0,0,180
0,3.1,1.5,3.1,0.5,1854342.71910112,5896117851.99974,5387.87640449438,891668.859550562,1337.19101123596,217358.792645557,726.741573033708,32189.1029111338,38,113.040347293156,0,0,180
0,3.15,1.5,3.15,0.5,1870342.42696629,7853286249.63381,5173.65168539326,713901.934116445,1238.13483146067,63756.1407048008,671.629213483146,21486.6905005107,39,83.1693054136875,0,0,180
0,3.2,1.5,3.2,0.5,1824475.3258427,4645363800.90398,5071.75280898876,356335.824565884,1195.19101123596,73520.9517364658,607.516853932584,11078.0707354443,39,54.1504085801839,0,0,180
0,3.25,1.5,3.25,0.5,1810408.34831461,2774417252.07048,5134.16853932584,445413.868998979,1280.84269662921,78683.6113381001,642.539325842697,15221.7967313585,36,77.408835546476,0,0,180
0,3.3,1.5,3.3,0.5,1826876.71910112,4686257386.49974,5179.93258426966,504004.927221655,1431.1797752809,39895.0582226762,713.393258426966,13365.3776813075,42,46.4458631256384,0,0,180
0,3.35,1.5,3.35,0.5,1964377.04494382,5307548143.72523,6070.49438202247,1004422.48008172,1840.79775280899,102895.526813075,944.191011235955,10888.0426455567,50,118.421092951992,0,0,180
0,0.05,1.5,0.05,0.55,1822143.49438202,5364607927.4119,5102.67415730337,1380850.65398366,1272.19101123596,99003.3835546476,684.033707865169,6187.2602145046,43,58.714759959142,0,1,180
0,0.1,1.5,0.1,0.55,1862426.29213483,2774201065.11823,5504.03370786517,543714.873850868,1330.65168539326,75187.2295709908,729.348314606742,17209.9568437181,44,50.5949948927477,0,1,180
0,0.15,1.5,0.15,0.55,1839705.62921348,4204220251.07686,5434.43820224719,787480.408069459,1385.34831460674,94314.8886618999,726.932584269663,16681.3135852911,44,145.840398365679,0,1,180
0,0.2,1.5,0.2,0.55,1894894.57303371,2822376278.83836,5745.62921348315,362355.872318693,1563.5393258427,57863.7967313585,797.393258426966,12099.0594994893,48,75.2145045965271,0,1,180
0,0.25,1.5,0.25,0.55,1876452.16853933,6998494242.27809,5185.8202247191,591805.308222676,1493.13483146067,121655.481613892,873.651685393258,38979.5704800817,41,68.5127681307457,0,1,180
0,0.3,1.5,0.3,0.55,1877257.38202247,6572172452.12513,5889.76404494382,1387451.59141982,1767.79775280899,400436.208631256,897.943820224719,72612.0536261491,41,28.9103677221655,0,1,180
0,0.35,1.5,0.35,0.55,1861399.4494382,3729574389.59116,5551.23595505618,607651.70505618,1657.49438202247,79333.230081716,839.955056179775,18588.9070480082,44,30.4039836567926,0,1,180
0,0.4,1.5,0.4,0.55,1862295.92134831,4649814262.84601,5714.67415730337,600954.153983657,1596.40449438202,130758.493615935,793.52808988764,14854.3884065373,41,23.6963738508682,0,1,180
0,0.45,1.5,0.45,0.55,1828607.08988764,5529305470.31001,5304.96629213483,405846.760214505,1566.84269662921,147280.179519918,888.325842696629,59645.9494382022,43,52.2620020429009,0,1,180
0,0.5,1.5,0.5,0.55,1818187.88764045,2447367517.1236,5107.16853932584,380574.187180797,1391.33707865169,29819.7259959142,718.101123595506,5369.75102145046,38,24.4568437180797,0,1,180
0,1.1,1.5,1.1,0.55,1895946.24719101,6804158600.34729,6405.03370786517,1668045.55566905,1552.14606741573,119685.94433095,789.415730337079,23889.4047497446,47,109.276813074566,0,2,180
0,1.15,1.5,1.15,0.55,1873677.3258427,3408911887.22217,5804.95505617978,351505.316138917,1935.04494382022,25337.5206843718,1033.20224719101,8370.45863125638,38,71.4093462717058,0,2,180
0,1.2,1.5,1.2,0.55,1882809.35955056,7854322877.46016,5851.58426966292,794396.268386108,1714.57303370787,215937.406537283,884.101123595506,76704.8192032686,39,222.109295199183,0,2,180
0,1.25,1.5,1.25,0.55,1949305.49438202,8441677920.29826,7035.48314606742,1363362.11618999,2338.20224719101,551348.185903984,1103.29213483146,95736.1182328907,39,132.409346271706,0,2,180
0,1.3,1.5,1.3,0.55,1860158.40449438,5592241230.10725,5867.01123595506,631459.397599591,1450.92134831461,108716.777834525,768.539325842697,27939.7285495403,35,50.0995914198161,0,2,180
0,1.8,1.5,1.8,0.55,1871448.78651685,7219045694.01073,5813.92134831461,2400232.64147089,1445.39325842697,187054.218590398,791.898876404494,28664.1601123596,44,135.318692543412,0,3,180
0,1.85,1.5,1.85,0.55,1890978.95505618,6164258117.04341,5792.19101123595,914512.679009193,1782.21348314607,346248.465270684,928.505617977528,92119.480081716,37,307.372829417773,0,3,180
0,1.9,1.5,1.9,0.55,1864391.75280899,5517431967.87002,5432.41573033708,404959.20020429,1444.38202247191,79646.0342185904,750.887640449438,14122.8508682329,41,39.7219101123596,0,3,180
0,2.15,1.5,2.15,0.55,1901881.76404494,8034060921.18233,6735.02247191011,3209425.45403473,1518.73033707865,411731.767364658,707.426966292135,29627.1565372829,42,58.9371807967314,0,0,180
0,2.2,1.5,2.2,0.55,1931713.25842697,11814228320.5347,6285.25842696629,1471233.60291113,1702.49438202247,284648.820990807,790.831460674157,119472.891726251,29,42.9090909090909,0,0,180
0,2.25,1.5,2.25,0.55,1825461.41573034,6802997209.83657,5026.87640449438,593976.336823289,1016.93258426966,111249.609039837,581.707865168539,54286.3227783453,33,54.2252298263534,0,0,180
0,2.3,1.5,2.3,0.55,1867229.5505618,3485760449.50026,5805.62921348315,472535.804136874,1356.3595505618,50997.1192543412,683.191011235955,19252.1790091931,34,45.4425434116445,0,0,180
0,2.35,1.5,2.35,0.55,1789336.43820225,2412399981.9308,5168.66292134831,469069.112359551,995.831460674157,47499.2326353422,509.808988764045,7869.1335546476,33,24.2614913176711,0,0,180
0,2.4,1.5,2.4,0.55,1805878.3258427,3709248134.15398,5448.42696629214,737704.838355465,1183.06741573034,77044.1317671093,626.269662921348,18262.0400919305,36,30.6310010214505,0,0,180
0,2.45,1.5,2.45,0.55,1825451.61797753,4646575701.37513,5309.44943820225,1000264.61389173,1166.41573033708,60064.7456588355,619.123595505618,8581.24591419816,35,13.9093462717058,0,0,180
0,2.5,1.5,2.5,0.55,1746910.78651685,3506487467.64709,4431.11235955056,437188.82814096,822.134831460674,18517.9361593463,461.123595505618,4441.88227783452,30,11.0906537282942,0,0,180
0,2.55,1.5,2.55,0.55,1765107.60674157,2488968332.17314,4374.14606741573,187372.648876405,869.955056179775,9198.24795709908,476.674157303371,2641.04034729316,34,18.3659346271706,0,0,180
0,2.6,1.5,2.6,0.55,1810091.19101124,2919474065.97446,4747.59550561798,302544.766343207,1034.41573033708,29951.8592951992,575.056179775281,12389.14453524,38,62.3169050051072,0,0,180
0,2.65,1.5,2.65,0.55,1801022.24719101,4377669669.73366,4599.78651685393,315310.715270684,1108.57303370787,28423.9519918284,603.47191011236,11297.5702247191,40,51.6373850868233,0,0,180
0,2.7,1.5,2.7,0.55,1811103.86516854,4327491474.50434,5039.58426966292,784683.086567926,1147.48314606742,98061.6389172625,590.741573033708,14456.3074565884,36,31.9599080694586,0,0,180
0,2.75,1.5,2.75,0.55,1804903.49438202,5109637977.59372,4787.7191011236,419458.181562819,1066.59550561798,23638.6072522983,563.191011235955,3384.45173646578,36,12.3472931562819,0,0,180
0,2.8,1.5,2.8,0.55,1785741.57303371,3082464287.77017,4478.73033707865,352780.062819203,986.393258426966,13550.8549540347,557.595505617978,5467.78907048008,36,16.1981613891726,0,0,180
0,2.85,1.5,2.85,0.55,1810902.3258427,2665061916.69944,4725.04494382022,235991.861593463,1063.03370786517,22923.9647599591,547.314606741573,3333.30898876404,36,44.4453524004086,0,0,180
0,2.9,1.5,2.9,0.55,1805874.80898876,4943118992.63355,4599.97752808989,772266.340398366,986.101123595506,79611.1828396323,545.831460674157,12905.9371807967,36,66.5171092951992,0,0,180
0,2.95,1.5,2.95,0.55,1807068.40449438,4969698186.12998,4853.5393258427,656618.024004086,1025.58426966292,88360.041113381,550.76404494382,18841.3414198161,36,93.800051072523,0,0,180
0,3,1.5,3,0.55,1813324.56179775,3408597237.54443,4890.2808988764,449466.908835547,1034.80898876404,116934.429009193,555.775280898876,19234.8352911134,35,70.3850868232891,0,0,180
0,3.05,1.5,3.05,0.55,1793218.85393258,4609072101.35342,4834.50561797753,408424.139172625,1051.40449438202,65217.9936159346,538.685393258427,13454.5362614913,34,74.2602145045965,0,0,180
0,3.1,1.5,3.1,0.55,1827611.23595506,5452136579.63687,4864.05617977528,760981.826353422,1134.94382022472,247791.39453524,663.14606741573,47971.5806945863,33,120.596016343207,0,0,180
0,3.15,1.5,3.15,0.55,1846797.82022472,3639331649.85368,5159.47191011236,532754.683861083,1154.23595505618,135396.20505618,651.191011235955,35546.2926455567,37,58.4632277834525,0,0,180
0,3.2,1.5,3.2,0.55,1815557.51685393,2989295686.32074,5069.91011235955,308742.832737487,1200.6404494382,72218.9601634321,653.438202247191,19118.1580694586,38,54.2934116445352,0,0,180
0,3.25,1.5,3.25,0.55,1853462.69662921,4300516878.87283,5644.60674157303,596225.445863126,1585.32584269663,139551.653983657,776.955056179775,18598.8161389173,41,53.2847293156282,0,0,180
0,3.3,1.5,3.3,0.55,1867372.49438202,4484969004.07099,5682.91011235955,990902.787282942,1648.58426966292,131683.995658836,815.168539325843,23473.664453524,43,91.7497446373851,0,0,180
0,3.35,1.5,3.35,0.55,1888512.11235955,6187372769.48723,5632.43820224719,490715.453524004,1785.87640449438,117493.132277835,915.685393258427,28483.899897855,48,127.343718079673,0,0,180
0,0.05,1.5,0.05,0.6,1983019.12359551,4913723415.58682,6351.48314606742,1825875.43437181,1576.97752808989,221449.067671093,851.696629213483,22614.2819203269,45,85.8728294177732,0,1,180
0,0.1,1.5,0.1,0.6,2026181.14606742,9954137761.64888,8251.51685393258,4252085.11618999,1949.57303370787,946078.38381001,774.898876404494,27817.7964759959,44,70.0569458631256,0,1,180
0,0.15,1.5,0.15,0.6,1950794.98876404,6426142802.1476,6646.78651685393,3741596.98799796,1498.23595505618,378827.682328907,682.887640449438,13097.5781409602,43,50.6218079673136,0,1,180
0,0.2,1.5,0.2,0.6,1925972.98876404,4448905734.85214,5534.93258426966,451772.449948927,1347.8202247191,58393.3082226762,722.224719101124,14946.9943820225,42,36.5135342185904,0,1,180
0,0.25,1.5,0.25,0.6,1886030.33707865,3102864482.40781,5136.84269662921,243228.929519918,1211.86516853933,22220.3225229826,659.76404494382,4758.38687436159,42,18.588100102145,0,1,180
0,0.3,1.5,0.3,0.6,1924815.2247191,3075225828.88075,5670.15730337079,636326.770429009,1468.26966292135,71860.835546476,777.651685393258,7002.34320735444,46,53.9892747701736,0,1,180
0,0.35,1.5,0.35,0.6,1935656.48314607,6449490293.32074,5579.76404494382,1007471.523238,1502.22471910112,84355.9034729316,819.033707865169,12192.6011235955,45,61.9954034729316,0,1,180
0,0.4,1.5,0.4,0.6,1930259.87640449,4095076349.72319,5543.25842696629,315362.898365679,1707.14606741573,78437.4443309499,978.202247191011,34140.9586312564,41,33.8495914198161,0,1,180
0,0.45,1.5,0.45,0.6,1915709.30337079,4005992121.57737,5790.88764044944,568226.737231869,1812.15730337079,99699.702247191,960.348314606742,52252.7295709908,42,41.4328396322778,0,1,180
0,0.5,1.5,0.5,0.6,1966061.1011236,5702421270.11466,6598.25842696629,1135587.78472932,1946.8202247191,218097.626404494,975.662921348315,38791.157814096,45,70.2625127681307,0,1,180
0,1.1,1.5,1.1,0.6,1920689.03370787,3307347605.48749,6353.74157303371,1012532.85291113,1273.55056179775,74181.4548008172,631.539325842697,12561.6830949949,48,125.113891726251,0,2,180
0,1.15,1.5,1.15,0.6,2088178.65168539,3715470677.36593,8049.2808988764,1096684.81792646,2532.02247191011,224691.999489275,1251.43820224719,48766.1807967314,52,139.295965270684,0,2,180
0,1.2,1.5,1.2,0.6,1960202.75280899,4466108706.50638,6406.26966292135,1033672.38100102,1956.49438202247,167339.84371808,1022.43820224719,22167.5898876404,46,115.130745658836,0,2,180
0,1.25,1.5,1.25,0.6,1966602.23595506,3809563186.68233,6701.58426966292,765982.745658836,2044.38202247191,48611.2160367722,961.067415730337,10335.6090398366,44,61.6391726251277,0,2,180
0,1.3,1.5,1.3,0.6,1962615.34831461,5927450924.86594,6399.11235955056,801538.759959142,1933.74157303371,125025.102911134,982.044943820225,28567.4525025536,38,165.406792645557,0,2,180
0,1.8,1.5,1.8,0.6,1943696.65168539,7202580240.97957,6325.87640449438,1250791.10955056,1359.41573033708,176933.95020429,701.022471910112,26101.6358529111,25,101.419816138917,0,3,180
0,1.85,1.5,1.85,0.6,2044634.04494382,23747341902.498,9316.51685393258,17781327.4570991,2601.80898876404,2947530.61082737,967.14606741573,22554.4897854954,44,61.5783963227783,0,3,180
0,1.9,1.5,1.9,0.6,2014422.83146067,3142084841.82354,7350.91011235955,870669.400919305,2072.41573033708,121959.154749745,981.977528089888,15804.976762002,53,92.7073544433095,0,3,180
0,2.15,1.5,2.15,0.6,2028934.1011236,14273794585.7965,7108.97752808989,3184048.34039837,1810.23595505618,347472.477783452,1003.89887640449,102729.546475996,47,112.525536261491,0,0,180
0,2.2,1.5,2.2,0.6,1974552.84269663,4171547925.79316,6279.78651685393,1152093.69254341,1666.29213483146,123091.5273238,903.449438202247,36578.7275280899,44,97.9111338100102,0,0,180
0,2.25,1.5,2.25,0.6,1936643.58426966,5387391242.63202,6193.75280898876,840731.21092952,1664.32584269663,47349.4948927477,863.898876404494,8264.77374872319,44,48.6710929519918,0,0,180
0,2.3,1.5,2.3,0.6,1851863.64044944,4541776056.23289,5334.26966292135,594882.994637385,1240.15730337079,25933.3386108274,621.483146067416,6079.47982635342,39,26.2872829417773,0,0,180
0,2.35,1.5,2.35,0.6,1923494.42696629,5874958427.06563,6222.30337078652,1059227.37282942,1575.7191011236,219274.704290092,755.247191011236,36710.1654749745,40,40.3437180796731,0,0,180
0,2.4,1.5,2.4,0.6,1868085.03370787,4984229649.3284,5369.4606741573,729986.205822268,1363.15730337079,63456.2477017365,670.808988764045,15845.9290091931,36,18.4210929519918,0,0,180
0,2.45,1.5,2.45,0.6,1856240.51685393,2471277081.75255,5546.8202247191,391177.944586313,1243.23595505618,31975.8186925434,613.61797752809,4127.85240040858,37,21.9744637385087,0,0,180
0,2.5,1.5,2.5,0.6,1890191.58426966,5132661693.92748,5999.2808988764,647314.408835547,1522.37078651685,43450.7814096016,748.932584269663,5327.33631256384,35,17.4987231869254,0,0,180
0,2.55,1.5,2.55,0.6,1872081.57303371,3760799632.42926,5637.13483146067,537385.345250255,1331.07865168539,84380.2323799796,705.651685393258,10378.0704800817,36,48.8610827374872,0,0,180
0,2.6,1.5,2.6,0.6,1870003.57303371,5783594795.81563,5352.83146067416,936737.20990807,1406.48314606742,138896.820735444,768.876404494382,18644.2004596527,38,101.432839632278,0,0,180
0,2.65,1.5,2.65,0.6,1857681.12359551,5981648826.97319,5339.3595505618,527868.437436159,1385.30337078652,86974.7364657814,736.561797752809,23804.294433095,38,36.9568437180797,0,0,180
0,2.7,1.5,2.7,0.6,1863109.98876404,3910457426.60215,5565.74157303371,569344.671092952,1481.95505617978,63751.5661389173,767.955056179775,14665.4979570991,39,53.5250255362615,0,0,180
0,2.75,1.5,2.75,0.6,1850005.28089888,2881626893.20429,5031.69662921348,328311.077374872,1141.30337078652,32069.3046475996,562.14606741573,5013.37614913177,35,31.9305413687436,0,0,180
0,2.8,1.5,2.8,0.6,1891786.38202247,4266406128.14785,6202.13483146067,1102448.43615935,1416.50561797753,161367.252808989,600.191011235955,9604.49719101123,37,81.2599591419816,0,0,180
0,2.85,1.5,2.85,0.6,1868614.53932584,3239776528.86491,5835.52808988764,747783.979315628,1080.19101123596,21073.9517364658,535.898876404494,1811.6146578141,36,28.5919305413687,0,0,180
0,2.9,1.5,2.9,0.6,1794893.46067416,2256078799.38764,4977.02247191011,461319.022216548,919.258426966292,41141.0801838611,456.921348314607,4809.73237997957,34,34.8950459652707,0,0,180
