X_Start,Y_Start,X_End,Y_end,Z,Power,meanLineIntensity,varLineIntensity,meanNumPixels15,varNumPixels15,meanNumPixels30,varNumPixels30,meanNumPixels60,varNumPixels60,meanNumPixels90,varNumPixels90,meanNumPixels120,varNumPixels120,medianMLength15,varMLength15,medianMLength30,varMLength30,medianMLength60,varMLength60,medianMLength90,varMLength90,medianMLength120,varMLength120,Overhang,Wall
0,0.05,1.5,0.05,0.05,5.625,1945124.03370787,8868385781.35112,5530.61797752809,2657601.64785495,866.61797752809,85980.9433094995,448.932584269663,2933.01813074566,348.76404494382,1772.11414708887,291.629213483146,1392.73595505618,44,33.7101634320735,36,14.4874872318693,26,4.2867722165475,23,3.22752808988764,20,2.46578140960163,0,0
0,0.1,1.5,0.1,0.05,5.625,2045943.35955056,15282568908.8465,6819.41573033708,5766394.70020429,1201.38202247191,412424.6933095,550.112359550562,14010.2372318693,420.921348314607,5007.11874361593,344.876404494382,2333.17773237998,52,125.932328907048,42,44.0896322778345,30,13.1034218590398,25,3.79315628192033,22,3.35214504596527,0,0
0,0.15,1.5,0.15,0.05,5.625,2082639.33707865,8680807540.93054,7505.3595505618,2412304.18743616,1339.49438202247,250926.275536262,594.85393258427,4239.9897854954,443.808988764045,1330.61082737487,366.921348314607,1008.61874361593,58,67.3056690500511,45,33.7681307456588,32,12.9374361593463,26,3.54800817160368,23,2.27298263534219,0,0
0,0.2,1.5,0.2,0.05,5.625,2052586.5505618,13200677475.9775,7295.03370786517,3931408.66930541,1327.95505617978,295316.429775281,604.932584269663,6337.19994892748,448.415730337079,1668.291113381,370.337078651685,1522.9759959142,59,61.326353421859,48,40.820480081716,33,12.2318692543412,26,4.86567926455567,23,2.83810010214505,0,0
0,0.25,1.5,0.25,0.05,5.625,2085055.15730337,13082891674.2932,7392.60674157303,4121927.78677222,1385.51685393258,376816.820735444,630.921348314607,6603.07328907048,462.539325842697,2198.59218590398,381.191011235955,2003.33810010215,61,69.0135342185904,50,53.2663432073545,34,15.9085801838611,27,4.2808988764045,23,2.591164453524,0,0
0,0.3,1.5,0.3,0.05,5.625,2049778.76404494,10477231324.4778,6695.41573033708,2857741.3592952,1282.89887640449,169347.887385087,627.797752808989,5843.23135852911,467.325842696629,2084.19943820225,383.865168539326,1808.75434116445,61,79.5949948927477,50,53.7364657814096,34,20.385342185904,27,7.7770684371808,23,2.47701736465781,0,0
0,0.35,1.5,0.35,0.05,5.625,2091503.82022472,12112772815.8764,7214.15730337079,3289083.31588355,1367.5393258427,198993.614913177,644.977528089888,6720.63585291113,480.101123595506,3120.00102145046,396.404494382022,2459.10725229826,62,96.01455566905,51,61.9154749744637,34,24.4759959141982,27,9.08452502553626,24,4.09550561797753,0,0
0,0.4,1.5,0.4,0.05,5.625,2064923.5505618,9439791708.00026,6586.50561797753,2064359.09371808,1290.48314606742,147871.36618999,636.955056179775,5945.9297752809,480.022471910112,3240.59039836568,397.011235955056,2702.35214504597,61,71.0827374872318,51,61.0896322778345,34,19.08835546476,27,6.1414708886619,24,3.41138917262513,0,0
0,0.45,1.5,0.45,0.05,5.625,2018870.94382022,14339006059.8264,5777.40449438202,2465501.31179775,1126.75280898876,106563.983656793,591.134831460674,9937.02706843718,454.685393258427,6226.94535240041,377.370786516854,4742.46322778345,57,54.5727783452503,48,42.5326864147089,32,16.4274770173647,26,8.07226762002043,23,6.10444330949949,0,0
0,0.5,1.5,0.5,0.05,5.625,2052090.66292135,16276579305.0215,6718.44943820225,3202444.84116445,1345.29213483146,149436.686414709,640.134831460674,8244.86797752809,478.393258426966,4960.19586312564,397.325842696629,3898.60852911134,60,70.8592951991828,51,50.3843207354443,34,17.0635852911134,27,8.26710929519918,24,6.1376404494382,0,0
0,0.55,1.5,0.55,0.05,5.625,2030563.40449438,11750402637.7891,6783.95505617978,2241583.77068437,1289.52808988764,78326.5020429009,631.707865168539,3382.80005107252,473.539325842697,3172.68309499489,393.393258426966,2659.87768130746,62,99.6161899897855,52,52.2977528089888,34,9.11593462717059,27,5.45505617977528,24,3.80413687436159,0,0
0,0.6,1.5,0.6,0.05,5.625,2075243.3258427,9263911428.60853,7496.5393258427,2370090.95582227,1403.52808988764,87351.6384065373,640.595505617978,4979.2208886619,482.640449438202,4019.14198161389,400.449438202247,3201.04570990807,62,116.380745658836,52,68.7862614913177,34,18.332226762002,28,10.2408069458631,24,7.04800817160368,0,0
0,0.65,1.5,0.65,0.05,5.625,2062494.30337079,12937609342.5092,7018.25842696629,2815190.98927477,1402.73033707865,146434.608273749,661.258426966292,6547.73927477017,490.76404494382,4545.36414708887,404.61797752809,3614.69330949949,62,118.218590398366,52,70.923646578141,37,26.2267620020429,28,9.27808988764045,25,5.65883554647599,0,0
0,0.7,1.5,0.7,0.05,5.625,2059912.28089888,9271746433.90884,7377.98876404494,2618398.53396323,1441.62921348315,158019.167773238,671.426966292135,7003.77017364658,494.134831460674,4505.64070480082,407.719101123596,3703.31792645557,63,105.070735444331,53,68.4749744637385,36,31.0010214504596,29,10.5372829417773,25,7.04136874361593,0,0
0,0.75,1.5,0.75,0.05,5.625,2129213.8988764,8947399589.18284,8512.31460674157,2462983.42262513,1597.12359550562,213733.42773238,682.38202247191,8314.89785495403,504.505617977528,4953.6164453524,418.101123595506,4084.54647599591,64,128.937180796731,54,87.2219101123595,35,23.6159346271706,28,10.0579673135853,25,7.81307456588355,0,0
0,0.8,1.5,0.8,0.05,5.625,2160957.12359551,10473426542.3823,8991.06741573034,2638191.69994893,1781.55056179775,290401.272982635,738.573033707865,12565.1792645557,532.134831460674,6381.23161389173,439.831460674157,5026.34627170582,64,156.231358529111,55,94.8263534218591,38,26.1869254341164,30,10.7847293156282,26,7.38585291113381,0,0
0,0.85,1.5,0.85,0.05,5.625,2135013.56179775,11510601997.6808,8485.19101123595,2486404.01991828,1701.16853932584,189477.641726251,747.191011235955,15178.1562819203,537.842696629213,7749.13406537283,443.056179775281,5584.34908069459,65,113.061797752809,56,70.1228294177732,37,45.3723186925434,29,16.491317671093,27,8.3991317671093,0,0
0,0.9,1.5,0.9,0.05,5.625,2086759.85393258,7505136945.10342,7454.47191011236,1034489.47931563,1552.14606741573,97021.6488764045,743.348314606742,13205.7750255363,533.932584269663,6668.04085801839,436.539325842697,4825.41036772217,66,99.5367722165475,56,51.7704290091931,38,43.1455566905005,30,11.6113381001021,26,5.9438202247191,0,0
0,0.95,1.5,0.95,0.05,5.625,2102540.68539326,8954998402.26354,7511.88764044944,1727550.69177732,1587.49438202247,133100.252808989,745.426966292135,11633.5201736466,537.449438202247,6719.40934627171,440.910112359551,5262.24182839632,65,113.83682328907,56,65.7359550561798,39,37.0845250255363,30,9.7520429009193,26,6.18207354443309,0,0
0,1,1.5,1,0.05,5.625,2071590.42696629,8902798323.31563,7181.80898876405,1830002.45173647,1558.60674157303,134182.241317671,730.775280898876,10456.8580183861,529.921348314607,6725.11874361593,433.966292134831,5425.94203268641,64,78.3664453524004,54,47.2091419816139,38,28.364657814096,29,9.19203268641471,25,5.32839632277834,0,0
0,1.05,1.5,1.05,0.05,5.625,2049976.60674157,8628054718.42314,7183.76404494382,1930654.95505618,1465.67415730337,127347.76762002,697.370786516854,10304.3268641471,506.707865168539,5682.00459652707,414.325842696629,4405.17671092952,64,80.0214504596527,54,50.6021450459653,36,27.3516343207354,29,9.341164453524,25,5.82686414708887,0,0
0,1.1,1.5,1.1,0.05,5.625,2065080.87640449,9723586838.33682,7192,2908515.38636364,1468,179364.045454545,699.112359550562,6229.14632277835,507.550561797753,2828.63661899898,417.707865168539,2434.73186925434,64,109.36797752809,54,54.3130745658836,37,21.5536261491318,29,7.96807967313585,25,4.58861082737487,0,0
0,1.15,1.5,1.15,0.05,5.625,2088441.94382022,9764746155.18999,7511.65168539326,2917479.04775281,1539,172054.318181818,704.662921348315,4232.2259959142,523.404494382022,3249.53907048008,432.640449438202,2790.68743615935,66,140.615679264556,56,73.1361082737487,38,25.7540858018386,30,11.5745658835547,26,7.13687436159346,0,0
