X_Start,Y_Start,X_End,Y_end,Z,Power,meanLineIntensity,varLineIntensity,meanNumPixels15,varNumPixels15,meanNumPixels30,varNumPixels30,meanNumPixels60,varNumPixels60,meanNumPixels90,varNumPixels90,meanNumPixels120,varNumPixels120,medianMLength15,varMLength15,medianMLength30,varMLength30,medianMLength60,varMLength60,medianMLength90,varMLength90,medianMLength120,varMLength120,Overhang,Wall,d_edge_left,d_edge_right,d_over_left,d_over_right,d_col,d_over_z,NoLines,prev_Wall,prev_Overhang,prev_NoLines,prev_Power,prev_d_edge_right,prev_d_edge_left,prev_d_over_left,prev_d_over_right,prev_d_col,prev_d_over_z
0,0.55,1.5,0.55,0.05,180,2122600.03370787,4208981529.14658,10133.5056179775,889730.525536261,2895.48314606742,226693.684371808,988.460674157303,18259.2967313585,596.943820224719,2960.71271705822,443.550561797753,2271.84116445352,79,162.278345250255,66,61.8988764044944,38,45.7313585291113,26,7.62282941777324,22,4.39172625127681,0,0,0.5,2.8,3.3000000000000003,3.3000000000000003,0.0,1.7,11.0,0.0,0.0,10.0,180.0,2.85,0.45,3.3000000000000003,3.3000000000000003,0.0,1.7
0,0.6,1.5,0.6,0.05,180,2147714.33707865,5021626465.226,10510.2359550562,1699998.25051073,2715.34831460674,212990.411389173,969.393258426966,17443.8094994893,616.921348314607,3844.39147088866,478.415730337079,1955.83656792646,80,176.467058222676,62,77.0107252298263,40,55.0454545454545,29,29.0725229826353,24,25.3472931562819,0,0,0.5499999999999999,2.75,3.3000000000000003,3.3000000000000003,0.0,1.7,11.999999999999998,0.0,0.0,11.0,180.0,2.8,0.5,3.3000000000000003,3.3000000000000003,0.0,1.7
0,0.65,1.5,0.65,0.05,180,2241883.16853933,6043046010.95991,12279.5168539326,1826943.29800817,4284.44943820225,663123.136618999,1356.8202247191,88531.3764044944,724.561797752809,13110.3853421859,507.775280898876,6744.63074565883,88,42.0171092951992,70,46.2681307456589,47,34.432328907048,32,15.0929519918284,26,10.5329417773238,0,0,0.6,2.7,3.3000000000000003,3.3000000000000003,0.0,1.7,13.0,0.0,0.0,11.999999999999998,180.0,2.75,0.5499999999999999,3.3000000000000003,3.3000000000000003,0.0,1.7
0,0.7,1.5,0.7,0.05,180,2246844.38202247,7755400135.57967,13055.7303370787,3506840.44918284,3784.5393258427,924452.683094995,1075.97752808989,66003.0903983657,580.85393258427,8465.98978549541,432.943820224719,4352.37180796731,95,218.988508682329,74,149.0582226762,43,80.5855464759959,28,12.7091419816139,24,3.8429519918284,0,0,0.6499999999999999,2.6500000000000004,3.3000000000000003,3.3000000000000003,0.0,1.7,13.999999999999998,0.0,0.0,13.0,180.0,2.7,0.6,3.3000000000000003,3.3000000000000003,0.0,1.7
0,0.75,1.5,0.75,0.05,180,2104561.50561798,5688564576.23008,9461.80898876405,2370091.15628192,2436.50561797753,401043.980081716,810.651685393258,12489.6841164454,513.044943820225,3082.13432073544,394.191011235955,2295.90628192033,81,91.8914708886619,63,54.2170582226762,36,19.5247701736466,27,5.67747701736466,22,3.78140960163432,0,0,0.7,2.6,3.3000000000000003,3.3000000000000003,0.0,1.7,15.0,0.0,0.0,13.999999999999998,180.0,2.6500000000000004,0.6499999999999999,3.3000000000000003,3.3000000000000003,0.0,1.7
0,0.8,1.5,0.8,0.05,180,2218655.69662921,5579241447.05465,11895.5730337079,1582918.36108274,3244.85393258427,187894.830694586,974.303370786517,17184.2819203269,577.865168539326,6423.48161389173,437.955056179775,3818.9297752809,91,70.9535240040858,72,59.7137385086823,42,41.9198161389173,30,13.0510725229826,24,5.60112359550562,0,0,0.75,2.55,3.3000000000000003,3.3000000000000003,0.0,1.7,16.0,0.0,0.0,15.0,180.0,2.6,0.7,3.3000000000000003,3.3000000000000003,0.0,1.7
0,0.85,1.5,0.85,0.05,180,2221886.80898876,8786251759.61083,11350.1123595506,5423677.30541369,3548.75280898876,1000039.57456588,1096.02247191011,40258.0903983657,628.067415730337,6954.67722165475,469.033707865169,2760.5102145046,83,301.373595505618,69,152.949438202247,46,52.5127681307457,29,12.8327374872319,25,4.42543411644535,0,0,0.7999999999999999,2.5,3.3000000000000003,3.3000000000000003,0.0,1.7,17.0,0.0,0.0,16.0,180.0,2.55,0.75,3.3000000000000003,3.3000000000000003,0.0,1.7
0,0.9,1.5,0.9,0.05,180,2132768.24719101,16370019643.1882,10442.3370786517,4781549.63508682,3104.2808988764,927108.567926456,1026.62921348315,49253.0541368744,610.370786516854,13680.3723186925,451.314606741573,6923.83171603677,81,188.903983656793,68,102.149897854954,41,52.2364657814096,28,25.1187436159346,23,11.4652706843718,0,0,0.85,2.45,3.3000000000000003,3.3000000000000003,0.0,1.7,18.0,0.0,0.0,17.0,180.0,2.5,0.7999999999999999,3.3000000000000003,3.3000000000000003,0.0,1.7
0,0.95,1.5,0.95,0.05,180,2191013.88764045,7351604370.85087,10957.9775280899,3896762.43130746,3037.16853932584,753110.255362615,970.494382022472,36341.5255362615,584.494382022472,3686.98008171604,449.651685393258,1089.66138917263,86,246.554136874362,70,161.164198161389,43,108.229570990807,29,27.2854954034729,24,3.7247191011236,0,0,0.8999999999999999,2.4000000000000004,3.3000000000000003,3.3000000000000003,0.0,1.7,18.999999999999996,0.0,0.0,18.0,180.0,2.45,0.85,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.0,1.5,1.0,0.05,180,2288915.1011236,6050092779.41011,12919.1348314607,3009307.86797753,3993.1797752809,810013.830949949,1211.32584269663,92683.2903472932,665.23595505618,13951.9550561798,493.820224719101,5229.33094994893,105,457.968079673136,76,154.919816138917,47,66.5863125638407,32,19.45582226762,25,6.25459652706844,0,0,0.95,2.35,3.3000000000000003,3.3000000000000003,0.0,1.7,20.0,0.0,0.0,18.999999999999996,180.0,2.4000000000000004,0.8999999999999999,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.05,1.5,1.05,0.05,180,2181540.31460674,4299911811.60444,9948.06741573034,1806710.60903984,2810.68539325843,205415.9453524,983.606741573034,26896.3776813075,615.460674157303,10482.7285495403,466.505617977528,5643.34371807967,82,185.487487231869,66,85.6871807967314,40,21.9009193054137,31,10.3419305413687,26,7.4729315628192,0,0,1.0,2.3,3.3000000000000003,3.3000000000000003,0.0,1.7,21.0,0.0,0.0,20.0,180.0,2.35,0.95,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.1,1.5,1.1,0.05,180,2228758.14606742,9587709737.71706,11397.7191011236,2785243.90883555,3619.3595505618,215270.982890705,1165.40449438202,47243.8345250255,666.573033707865,20036.2247191011,492.23595505618,10528.1368743616,93,107.193309499489,73,46.9767620020429,46,49.9729315628192,30,23.3202247191011,25,14.6343207354443,0,0,1.05,2.25,3.3000000000000003,3.3000000000000003,0.0,1.7,22.0,0.0,0.0,21.0,180.0,2.3,1.0,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.15,1.5,1.15,0.05,180,2223467.02247191,4066327752.5904,10868.2247191011,2326283.58529111,3077.95505617978,334214.679775281,977.61797752809,50935.6251276813,613.38202247191,12341.9433094995,470.943820224719,6543.84908069459,86,75.3641470888662,69,59.41164453524,42,47.7002042900919,30,28.4361593462717,26,15.482379979571,0,0,1.0999999999999999,2.2,3.3000000000000003,3.3000000000000003,0.0,1.7,22.999999999999996,0.0,0.0,22.0,180.0,2.25,1.05,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.2,1.5,1.2,0.05,180,2222672.86516854,16074864821.2771,11104.6966292135,2704110.98646578,3295.08988764045,477744.446373851,1090.38202247191,95698.488764045,647.584269662921,20733.2002042901,479.269662921348,7981.67645556691,86,127.066138917262,65,111.768641470889,42,71.5495403472932,31,30.0005107252298,26,13.7045454545455,0,0,1.15,2.1500000000000004,3.3000000000000003,3.3000000000000003,0.0,1.7,23.999999999999996,0.0,0.0,22.999999999999996,180.0,2.2,1.0999999999999999,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.25,1.5,1.25,0.05,180,2426218.37078652,8669250585.75868,13149.0337078652,2970850.98748723,4963.20224719101,806851.208631256,1930.75280898876,79555.3245658835,1082.60674157303,27932.082226762,783.516853932584,16235.7070990807,94,84.1427477017365,81,68.997191011236,55,80.2221654749745,39,45.4568437180797,33,36.3082226762002,0,0,1.2,2.1,3.3000000000000003,3.3000000000000003,0.0,1.7,25.0,0.0,0.0,23.999999999999996,180.0,2.1500000000000004,1.15,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.3,1.5,1.3,0.05,180,2282691.21348315,8340097252.738,11737.3370786517,2563807.04417773,3368.58426966292,564574.382022472,1186.37078651685,36170.0768641471,745.707865168539,6411.89096016343,579.101123595506,3597.41011235955,91,213.570480081716,68,108.202247191011,45,23.9767620020429,33,14.4307967313585,30,17.7165474974464,0,0,1.25,2.05,3.3000000000000003,3.3000000000000003,0.0,1.7,26.0,0.0,0.0,25.0,180.0,2.1,1.2,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.35,1.5,1.35,0.05,180,2277668.5505618,15655026870.9548,12336.7191011236,6906445.77247191,3776.19101123596,1617291.99719101,1013.57303370787,116282.111082737,601.280898876405,15677.9315628192,458.606741573034,4716.12768130746,87,419.293411644535,65,187.109550561798,37,39.8927477017365,28,14.1585801838611,24,7.1899897854954,0,0,1.3,2.0,3.3000000000000003,3.3000000000000003,0.0,1.7,27.0,0.0,0.0,26.0,180.0,2.05,1.25,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.4,1.5,1.4,0.05,180,2227453.78651685,9082270440.16982,11426.5056179775,3451892.77553626,3507.67415730337,688377.881256384,1097.14606741573,72823.4897854954,660.932584269663,16010.8135852911,495.14606741573,8335.14887640449,88,137.00102145046,67,102.044433094995,42,49.785240040858,31,19.3365679264556,26,9.78626149131767,0,0,1.3499999999999999,1.9500000000000002,3.3000000000000003,3.3000000000000003,0.0,1.7,27.999999999999996,0.0,0.0,27.0,180.0,2.0,1.3,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.45,1.5,1.45,0.05,180,2213820.6741573,12338601109.5403,10725.4719101124,2756502.13840654,3216.01123595506,214677.806690501,1130.96629213483,61173.9647599591,672.640449438202,16484.551072523,498.966292134831,8256.0102145046,92,171.794433094995,72,92.070735444331,46,45.1248723186925,31,15.3975995914198,25,6.02477017364658,0,0,1.4,1.9000000000000001,3.3000000000000003,3.3000000000000003,0.0,1.7,28.999999999999996,0.0,0.0,27.999999999999996,180.0,1.9500000000000002,1.3499999999999999,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.5,1.5,1.5,0.05,180,2324334.2247191,14302637926.6989,12204.9775280899,7160223.02221655,4128.03370786517,2246238.19203269,1512.97752808989,265976.954034729,884.38202247191,63464.0569458631,647.910112359551,25230.4691011236,85,174.636874361593,68,122.917773237998,43,150.5582226762,33,114.957354443309,28,75.6841164453524,0,0,1.45,1.85,3.3000000000000003,3.3000000000000003,0.0,1.7,30.0,0.0,0.0,28.999999999999996,180.0,1.9000000000000001,1.4,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.55,1.5,1.55,0.05,180,2145563.97752809,3648281450.04494,9177.48314606742,1717703.7752809,2505.91011235955,224257.310010215,1014.6404494382,29682.4147088866,629.426966292135,2383.06562819203,477.752808988764,1544.62002042901,79,142.165474974464,63,101.130745658836,41,35.7553626149132,29,4.88610827374872,25,2.72931562819203,0,0,1.5,1.8,3.3000000000000003,3.3000000000000003,0.0,1.7,31.0,0.0,0.0,30.0,180.0,1.85,1.45,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.6,1.5,1.6,0.05,180,2286165.46067416,8616392050.56946,12169.0786516854,6898063.32328907,4129.13483146067,2025813.23161389,1405.97752808989,274773.931307457,826.056179775281,68614.7127170582,593.898876404494,22460.0919305414,97,413.108529111338,75,274.109039836568,46,186.766343207354,31,97.4044943820225,25,42.1409601634321,0,0,1.55,1.75,3.3000000000000003,3.3000000000000003,0.0,1.7,32.0,0.0,0.0,31.0,180.0,1.8,1.5,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.65,1.5,1.65,0.05,180,2224898.06741573,12023561880.0636,11298.5393258427,4546044.56945863,3220.10112359551,299843.841930541,1045.55056179775,26963.1820735444,625.404494382022,10007.0845250255,460.044943820225,5516.81613891726,87,150.7791113381,68,100.722165474974,43,43.173646578141,30,14.9267109295199,25,7.56307456588355,0,0,1.5999999999999999,1.7000000000000002,3.3000000000000003,3.3000000000000003,0.0,1.7,32.99999999999999,0.0,0.0,32.0,180.0,1.75,1.55,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.7,1.5,1.7,0.05,180,2560264.42696629,12651862149.7247,15568.9213483146,7024305.18692543,6692.94382022472,3982209.46271706,2423.02247191011,395681.817671093,1229.30337078652,51599.8046475996,911.179775280899,26083.5127681307,90,220.83835546476,72,92.6537282941777,49,38.2418283963228,37,29.4609295199183,30,25.9854443309499,0,0,1.65,1.6500000000000001,3.3000000000000003,3.3000000000000003,0.0,1.7,34.0,0.0,0.0,32.99999999999999,180.0,1.7000000000000002,1.5999999999999999,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.75,1.5,1.75,0.05,180,2138815.21348315,8316409045.76073,10759.5393258427,1432578.45582227,2806.06741573034,150202.995403473,951.056179775281,68672.0308988764,572.696629213483,16427.7591930541,426.483146067416,9082.93437180797,79,109.624872318693,62,87.8130745658836,39,83.0022982635342,29,28.8437180796731,23,14.3687436159346,0,0,1.7,1.6,3.3000000000000003,3.3000000000000003,0.0,1.7,35.0,0.0,0.0,34.0,180.0,1.6500000000000001,1.65,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.8,1.5,1.8,0.05,180,2366297.49438202,11970665509.9574,13355.6741573034,1741763.06307457,5239.37078651685,517149.59959142,1938.87640449438,263839.245914198,1027.94382022472,81813.7808988764,728.539325842697,38470.0240040858,91,124.832737487232,74,80.6417262512768,55,81.6565372829418,41,95.5990806945863,31,54.6578140960163,0,0,1.75,1.55,3.3000000000000003,3.3000000000000003,0.0,1.7,36.0,0.0,0.0,35.0,180.0,1.6,1.7,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.85,1.5,1.85,0.05,180,2214471.14606742,4528016116.21706,11753.9101123596,3350552.92364658,3445.13483146067,260414.595250255,1021.41573033708,46968.8820224719,641.910112359551,14671.6963738509,488.752808988764,8571.41547497446,89,114.373595505618,70,63.9218590398366,42,31.0342185903984,31,15.5214504596527,26,10.0224719101124,0,0,1.8,1.5,3.3000000000000003,3.3000000000000003,0.0,1.7,37.0,0.0,0.0,36.0,180.0,1.55,1.75,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.9,1.5,1.9,0.05,180,2148116.12359551,4553196850.92773,10854.2247191011,2006957.19892748,3024.19101123596,134479.65628192,968.393258426966,42870.3776813075,602.056179775281,15672.8263534219,450.269662921348,7802.65372829418,83,114.770429009193,68,91.050051072523,44,52.2522982635342,31,25.8066905005107,25,12.8130745658836,0,0,1.8499999999999999,1.4500000000000002,3.3000000000000003,3.3000000000000003,0.0,1.7,37.99999999999999,0.0,0.0,37.0,180.0,1.5,1.8,3.3000000000000003,3.3000000000000003,0.0,1.7
0,1.95,1.5,1.95,0.05,180,2150341.68539326,8150989078.28626,9805.25842696629,1622164.42109295,3016.73033707865,208373.471910112,1057.20224719101,42244.9813585291,642.977528089888,13393.3631256384,479.449438202247,6548.45480081716,84,215.663432073544,66,103.634065372829,42,48.0043411644535,31,22.1404494382022,26,7.58810010214505,0,0,1.9,1.4000000000000001,3.3000000000000003,3.3000000000000003,0.0,1.7,39.0,0.0,0.0,37.99999999999999,180.0,1.4500000000000002,1.8499999999999999,3.3000000000000003,3.3000000000000003,0.0,1.7
0,2.0,1.5,2.0,0.05,180,2178287.50561798,21561040271.1846,10594.2247191011,5513685.33529111,3125.20224719101,1717302.86772217,1051.96629213483,130569.442032686,625.943820224719,19480.89453524,467.393258426966,7883.19586312564,80,116.430796731359,64,51.9131767109295,41,31.4272216547497,29,9.57379979570991,25,4.9632277834525,0,0,1.95,1.35,3.3000000000000003,3.3000000000000003,0.0,1.7,40.0,0.0,0.0,39.0,180.0,1.4000000000000001,1.9,3.3000000000000003,3.3000000000000003,0.0,1.7
0,2.05,1.5,2.05,0.05,180,2187651.37078652,6782817350.4405,10928.2921348315,1456000.80005107,3436.39325842697,84970.5367722165,1120.42696629213,107989.361082738,669.337078651685,32452.9759959142,502.662921348315,15469.5896322778,92,166.61899897855,68,88.9502042900919,42,66.1813074565883,30,28.4892747701736,25,14.7459141981614,0,0,1.9999999999999998,1.3000000000000003,3.3000000000000003,3.3000000000000003,0.0,1.7,40.99999999999999,0.0,0.0,40.0,180.0,1.35,1.95,3.3000000000000003,3.3000000000000003,0.0,1.7
0,2.1,1.5,2.1,0.05,180,2238286.59550562,11198919724.2891,12050.6179775281,4901215.46603677,3896.25842696629,568303.830183861,1169.11235955056,52234.2826864147,688.887640449438,19338.2372318693,504.426966292135,9011.0429009193,92,107.207099080695,73,66.0727783452503,45,49.482379979571,32,18.7068437180797,26,9.36618998978549,0,0,2.0500000000000003,1.25,3.3000000000000003,3.3000000000000003,0.0,1.7,42.0,0.0,0.0,40.99999999999999,180.0,1.3000000000000003,1.9999999999999998,3.3000000000000003,3.3000000000000003,0.0,1.7
0,2.15,1.5,2.15,0.05,180,2163502.2247191,14496719697.108,9875.83146067416,3393907.52808989,2937.20224719101,196396.731358529,1127.52808988764,55993.7293156282,701.786516853933,18804.6016343207,523.370786516854,8247.417773238,84,196.326864147089,69,107.299540347293,45,43.4749744637385,32,21.3988764044944,26,9.62385086823289,0,0,2.1,1.2000000000000002,3.3000000000000003,3.3000000000000003,0.0,1.7,42.99999999999999,0.0,0.0,42.0,180.0,1.25,2.0500000000000003,3.3000000000000003,3.3000000000000003,0.0,1.7
0,2.2,1.5,2.2,0.05,180,2217244.07865169,13350401952.0051,10282.0,5035416.11363636,3473.87640449438,1155113.56409602,1370.68539325843,64103.808988764,813.258426966292,15072.671092952,603.38202247191,8634.37512768131,88,152.581716036772,72,129.622318692543,48,56.1335546475996,34,21.8054136874362,29,13.1149131767109,0,0,2.1500000000000004,1.15,3.3000000000000003,3.3000000000000003,0.0,1.7,44.0,0.0,0.0,42.99999999999999,180.0,1.2000000000000002,2.1,3.3000000000000003,3.3000000000000003,0.0,1.7
0,2.25,1.5,2.25,0.05,180,2264351.95505618,24465155548.0434,11248.5505617978,11890058.0684372,4013.57303370787,2656682.77017365,1502.79775280899,146661.731358529,839.516853932584,6594.93437180797,608.415730337079,1680.65474974464,86,119.888917262513,68,48.4770173646578,45,49.8582737487232,33,21.388406537283,27,13.0671603677222,0,0,2.2,1.1,3.3000000000000003,3.3000000000000003,0.0,1.7,45.0,0.0,0.0,44.0,180.0,1.15,2.1500000000000004,3.3000000000000003,3.3000000000000003,0.0,1.7
0,2.3,1.5,2.3,0.05,180,2281599.49438202,45631950300.8892,11763.606741573,6828194.2185904,3846.13483146067,1823569.91343207,1380.58426966292,391661.495658836,771.033707865169,74773.8056690501,555.168539325843,26439.0053626149,101,76.9085801838611,76,60.0906537282942,43,82.6703268641471,33,24.8449948927477,27,11.2724719101124,0,0,2.25,1.0500000000000003,3.3000000000000003,3.3000000000000003,0.0,1.7,45.99999999999999,0.0,0.0,45.0,180.0,1.1,2.2,3.3000000000000003,3.3000000000000003,0.0,1.7
0,2.35,1.5,2.35,0.05,180,2164417.61797753,12298169997.1479,10055.1235955056,3440271.04136874,2970.74157303371,344060.125638406,1073.10112359551,97503.8192032686,675.033707865169,26489.2374872319,512.280898876405,13095.7270173647,75,105.403472931563,58,68.2842185903984,41,27.6054647599591,33,19.0888661899898,28,10.9216036772217,0,0,2.3000000000000003,1.0,3.3000000000000003,3.3000000000000003,0.0,1.7,47.0,0.0,0.0,45.99999999999999,180.0,1.0500000000000003,2.25,3.3000000000000003,3.3000000000000003,0.0,1.7
0,2.4,1.5,2.4,0.05,180,2176526.16853933,9368699951.00536,9935.12359550562,4285525.2459142,3299.89887640449,820224.910112359,1116.41573033708,52170.2002042901,694.752808988764,15625.0291113381,531.595505617978,6342.12997957099,84,224.227528089888,69,131.429009193054,43,36.8524004085802,32,17.6228294177732,27,8.95173646578141,0,0,2.35,0.9500000000000002,3.3000000000000003,3.3000000000000003,0.0,1.7,47.99999999999999,0.0,0.0,47.0,180.0,1.0,2.3000000000000003,3.3000000000000003,3.3000000000000003,0.0,1.7
0,2.45,1.5,2.45,0.05,180,2196276.7752809,12673464193.0171,10546.4606741573,6496898.79673136,3246.96629213483,527789.032941777,1121.61797752809,52433.3751276813,724.955056179775,19959.2025025536,543.595505617978,9203.35725229826,89,192.882277834525,70,137.017364657814,42,35.1391726251277,31,16.5201736465781,26,9.29494382022471,0,0,2.4000000000000004,0.8999999999999999,3.3000000000000003,3.3000000000000003,0.0,1.7,49.0,0.0,0.0,47.99999999999999,180.0,0.9500000000000002,2.35,3.3000000000000003,3.3000000000000003,0.0,1.7
0,2.5,1.5,2.5,0.05,180,2252896.51685393,10864842777.0253,10755.4382022472,4582519.99897855,3802.37078651685,585234.645045965,1413.1797752809,84013.8764044944,817.089887640449,31051.0600102145,594.573033707865,14014.0883554648,99,133.726251276813,79,68.9144535240041,50,35.2525536261491,36,18.2408069458631,29,13.2231869254341,0,0,2.45,0.8500000000000001,3.3000000000000003,3.3000000000000003,0.0,1.7,50.0,0.0,0.0,49.0,180.0,0.8999999999999999,2.4000000000000004,3.3000000000000003,3.3000000000000003,0.0,1.7
